Event	Sub-task	Train Data (size, pos., neg.)	Dev Data (size, pos., neg.)	Test Data (size, pos., neg.)	model name	accuracy	CM	pos. F1	SQuAD_total	SQuAD_EM	SQuAD_F1	SQuAD_Pos. EM_F1_total	SQuAD_Pos. EM	SQuAD_Pos. F1	dev_threshold	dev_N	dev_F1	dev_P	dev_R	dev_TP	dev_FP	dev_FN	N	F1	P	R	TP	FP	FN
negative	gender_female	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9950341402855369	[[3199, 3], [13, 7]]	0.4666666666666667	287.0	95.47038327526133	95.78713968957871	18.0	38.888888888888886	43.93939393939394	0.3	20.0	0.5517241379310346	0.8888888888888888	0.4	8.0	1.0	12.0	20.0	0.5	0.6666666666666666	0.4	8.0	4.0	12.0
negative	how_long	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9987585350713842	[[3217, 2], [2, 1]]	0.3333333333333333	287.0	98.60627177700349	98.60627177700349	3.0	33.333333333333336	33.333333333333336	0.1	6.0	0.2857142857142857	1.0	0.16666666666666666	1.0	0.0	5.0	3.0	0.28571428571428575	0.25	0.3333333333333333	1.0	3.0	2.0
negative	name	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9667908131595282	[[3055, 27], [80, 60]]	0.5286343612334802	294.0	69.38775510204081	70.51707551707553	135.0	44.44444444444444	46.90385334829779	0.1	93.0	0.5317919075144508	0.575	0.4946236559139785	46.0	34.0	47.0	140.0	0.564516129032258	0.6481481481481481	0.5	70.0	38.0	70.0
negative	relation	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.994413407821229	[[3194, 3], [15, 10]]	0.5263157894736842	287.0	95.81881533101046	95.99303135888502	20.0	50.0	52.5	0.1	18.0	0.5	0.7	0.3888888888888889	7.0	3.0	11.0	25.0	0.48780487804878053	0.625	0.4	10.0	6.0	15.0
negative	when	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9968963376784605	[[3212, 3], [7, 0]]	0.0	287.0	97.5609756097561	97.5609756097561	4.0	0.0	0.0	0.8	4.0	0.3333333333333333	0.5	0.25	1.0	1.0	3.0	7.0	0.0	0.0	0.0	0.0	3.0	7.0
negative	where	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9934823091247672	[[3195, 5], [16, 6]]	0.3636363636363636	288.0	94.09722222222223	94.09722222222223	18.0	33.333333333333336	33.333333333333336	0.1	27.0	0.2222222222222222	0.4444444444444444	0.14814814814814814	4.0	5.0	23.0	22.0	0.3428571428571428	0.46153846153846156	0.2727272727272727	6.0	7.0	16.0
cannottest	name	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.967549866031557	[[3181, 69], [40, 69]]	0.5587044534412955	310.0	72.90322580645162	74.38325652841782	122.0	56.557377049180324	60.31811085089774	0.1	82.0	0.5888324873096447	0.5043478260869565	0.7073170731707317	58.0	57.0	24.0	109.0	0.5624999999999999	0.4897959183673469	0.6605504587155964	72.0	75.0	37.0
cannottest	relation	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.9883894016076213	[[3300, 14], [25, 20]]	0.5063291139240507	291.0	90.37800687285224	91.19865815742105	39.0	51.282051282051285	57.4053724053724	0.9	31.0	0.6984126984126984	0.6875	0.7096774193548387	22.0	10.0	9.0	45.0	0.5	0.6129032258064516	0.4222222222222222	19.0	12.0	26.0
cannottest	symptoms	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.9815421256326288	[[3264, 41], [21, 33]]	0.515625	297.0	84.17508417508418	84.75869809203144	52.0	63.46153846153846	66.7948717948718	0.5	46.0	0.6599999999999999	0.6111111111111112	0.717391304347826	33.0	21.0	13.0	54.0	0.515625	0.44594594594594594	0.6111111111111112	33.0	41.0	21.0
cannottest	when	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.9997022923489134	[[3358, 0], [1, 0]]	0.0	283.0	99.64664310954063	99.64664310954063	1.0	0.0	0.0	0.7	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
cannottest	where	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.994343554629354	[[3326, 9], [10, 14]]	0.5957446808510638	284.0	94.71830985915493	94.95305164319248	22.0	63.63636363636363	66.66666666666666	0.1	21.0	0.6666666666666666	0.5925925925925926	0.7619047619047619	16.0	11.0	5.0	24.0	0.5283018867924529	0.4827586206896552	0.5833333333333334	14.0	15.0	10.0
death	age	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9951936669493922	[[3500, 4], [13, 20]]	0.7017543859649124	311.0	95.81993569131832	95.94855305466237	31.0	64.51612903225806	65.80645161290322	0.1	18.0	0.9411764705882353	1.0	0.8888888888888888	16.0	0.0	2.0	33.0	0.7118644067796609	0.8076923076923077	0.6363636363636364	21.0	5.0	12.0
death	name	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9748374328527001	[[3369, 26], [63, 79]]	0.639676113360324	325.0	76.61538461538461	79.15611055611055	144.0	54.861111111111114	60.5953884078884	0.1	62.0	0.6140350877192983	0.6730769230769231	0.5645161290322581	35.0	17.0	27.0	142.0	0.6865671641791045	0.7301587301587301	0.647887323943662	92.0	34.0	50.0
death	relation	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9940627650551315	[[3505, 6], [15, 11]]	0.5116279069767442	312.0	95.51282051282051	96.02029914529915	21.0	52.38095238095238	59.920634920634924	0.1	9.0	0.26666666666666666	0.3333333333333333	0.2222222222222222	2.0	4.0	7.0	26.0	0.5	0.6111111111111112	0.4230769230769231	11.0	7.0	15.0
death	symptoms	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9985863726321742	[[3532, 1], [4, 0]]	0.0	310.0	99.03225806451613	99.03225806451613	2.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	4.0
death	when	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9903873338987843	[[3494, 6], [28, 9]]	0.34615384615384615	312.0	90.7051282051282	90.86538461538461	33.0	27.272727272727273	28.78787878787879	0.3	13.0	0.5714285714285714	0.75	0.46153846153846156	6.0	2.0	7.0	37.0	0.34615384615384615	0.6	0.24324324324324326	9.0	6.0	28.0
death	where	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.988408255583828	[[3474, 10], [31, 22]]	0.5176470588235295	312.0	89.1025641025641	89.35897435897436	48.0	45.833333333333336	47.49999999999999	0.1	28.0	0.5660377358490566	0.6	0.5357142857142857	15.0	10.0	13.0	53.0	0.5106382978723404	0.5853658536585366	0.4528301886792453	24.0	17.0	29.0
cure	opinion	(7214, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7054, 'what_cure': 6898, 'who_cure': 7065})	(1814, {'opinion': 42, 'what_cure': 91, 'who_cure': 40}, {'opinion': 1772, 'what_cure': 1723, 'who_cure': 1774})	(3088, {'opinion': 62, 'what_cure': 148, 'who_cure': 60}, {'opinion': 3026, 'what_cure': 2940, 'who_cure': 3028})	MultiTaskBertForCovidEntityClassification	0.9815414507772021	[[3011, 15], [42, 20]]	0.41237113402061853	312.0	89.74358974358974	89.74358974358974	37.0	54.054054054054056	54.054054054054056	0.4	42.0	0.2857142857142857	0.42857142857142855	0.21428571428571427	9.0	12.0	33.0	62.0	0.4285714285714285	0.5833333333333334	0.3387096774193548	21.0	15.0	41.0
cure	what_cure	(7214, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7054, 'what_cure': 6898, 'who_cure': 7065})	(1814, {'opinion': 42, 'what_cure': 91, 'who_cure': 40}, {'opinion': 1772, 'what_cure': 1723, 'who_cure': 1774})	(3088, {'opinion': 62, 'what_cure': 148, 'who_cure': 60}, {'opinion': 3026, 'what_cure': 2940, 'who_cure': 3028})	MultiTaskBertForCovidEntityClassification	0.9634067357512953	[[2879, 61], [52, 96]]	0.6295081967213115	352.0	73.57954545454545	76.64592593235643	160.0	60.625	67.37103705118412	0.8	91.0	0.6145833333333334	0.5841584158415841	0.6483516483516484	59.0	42.0	32.0	148.0	0.6486486486486487	0.6486486486486487	0.6486486486486487	96.0	52.0	52.0
cure	who_cure	(7214, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7054, 'what_cure': 6898, 'who_cure': 7065})	(1814, {'opinion': 42, 'what_cure': 91, 'who_cure': 40}, {'opinion': 1772, 'what_cure': 1723, 'who_cure': 1774})	(3088, {'opinion': 62, 'what_cure': 148, 'who_cure': 60}, {'opinion': 3026, 'what_cure': 2940, 'who_cure': 3028})	MultiTaskBertForCovidEntityClassification	0.9786269430051814	[[3010, 18], [48, 12]]	0.26666666666666666	314.0	80.2547770700637	80.43676069153776	59.0	22.033898305084747	23.002421307506054	0.2	40.0	0.46428571428571436	0.8125	0.325	13.0	3.0	27.0	60.0	0.27956989247311825	0.3939393939393939	0.21666666666666667	13.0	20.0	47.0
